ddate,crime_group,count,domestic_count,arrest_count,domestic_rate,arrest_rate,avg_dist,avg_max_dist,avg_cm_area,avg_total_area,avg_cm_len,total_cm_len,avg_pct_housing,avg_pct_below_pvty,avg_pct_unemployed,avg_pct_without_hsd,avg_pct_dependents,avg_per_capita_income,avg_hardship_index
2022-01-16,ASLT,210,78,50,0.37142857142857144,0.23809523809523808,2.5171535768711255,27.49400682577438,90.80268686599211,794.6567509983395,45.491599042816034,402.75034258559333,0.053052380952380934,0.24086666666666667,0.16526666666666665,0.20766190476190474,0.3478142857142857,26158.342857142856,52.48571428571429
2022-01-16,THFT,173,6,23,0.03468208092485549,0.1329479768786127,2.2604867168180784,26.0616365817557,89.89924157043428,733.4925003713971,45.47942582557863,378.4424111474913,0.04957225433526011,0.2309479768786127,0.1544913294797688,0.18189017341040462,0.3235953757225433,31603.445086705204,46.67052023121387
2022-01-17,ASLT,183,79,37,0.43169398907103823,0.20218579234972678,2.390224248385381,26.966402984263244,93.95631644832123,777.6628523951066,46.086425309405925,391.1332357381437,0.050726775956284144,0.2505846994535519,0.17350819672131146,0.2060109289617486,0.3493661202185792,25258.868852459018,54.45355191256831
2022-01-17,THFT,175,9,13,0.05142857142857143,0.07428571428571429,2.2537804398126937,26.270663066573302,84.91796679740779,695.5300678780297,44.13814427539827,368.43337882370224,0.048451428571428555,0.23244571428571428,0.15129142857142858,0.18566285714285713,0.3212857142857143,29813.045714285716,46.16
2022-01-18,ASLT,225,82,40,0.36444444444444446,0.17777777777777778,2.2463482631883314,25.96302869070809,92.17845874302297,744.9728234124907,45.577901235729016,379.3011815765533,0.05372444444444442,0.2646533333333333,0.18478666666666665,0.22115999999999997,0.35830666666666666,23109.542222222222,58.6
2022-01-18,THFT,205,7,15,0.03414634146341464,0.07317073170731707,2.3348118326239233,26.879986315216822,85.64363926307121,754.0378897349298,44.57928956741925,395.74481494344,0.04529268292682926,0.21552682926829267,0.13952682926829268,0.17136097560975608,0.3168341463414634,32435.346341463413,40.88780487804878
2022-01-19,ASLT,179,65,27,0.36312849162011174,0.15083798882681565,2.5214986216764768,27.15039048761133,91.70488493462598,810.1255686273855,45.305049850081,408.67438291864414,0.05385474860335194,0.2611620111731843,0.17804469273743015,0.21416759776536312,0.35984357541899437,22907.804469273742,57.391061452513966
2022-01-19,THFT,177,5,12,0.02824858757062147,0.06779661016949153,2.297059216025072,27.116677975630193,85.43825695117559,728.6812522498808,44.687798154650416,383.4651320366135,0.04284745762711864,0.19714689265536722,0.13063841807909604,0.16522598870056496,0.31292655367231637,34653.16949152543,37.92090395480226
2022-01-20,ASLT,203,72,53,0.35467980295566504,0.26108374384236455,2.2026190217073345,27.311221310747737,98.22145331234745,779.6552349438591,47.3232747903479,388.6661065567202,0.05425615763546797,0.2526748768472906,0.17876354679802953,0.21278325123152708,0.35592610837438426,23450.55172413793,56.54679802955665
2022-01-20,THFT,185,10,8,0.05405405405405406,0.043243243243243246,2.2211575214694217,26.346374321380363,89.55691473787952,698.4072584286373,45.655688737947955,368.0745407001205,0.04820540540540539,0.2225081081081081,0.14657837837837837,0.1760162162162162,0.31974594594594596,32726.686486486487,43.71351351351351
2022-01-21,ASLT,205,68,43,0.33170731707317075,0.2097560975609756,2.248765098755377,27.579870772316557,93.78085806650492,780.4368539871966,46.02722172664155,391.8100263358117,0.054190243902439005,0.26094146341463414,0.17659999999999998,0.21018536585365855,0.36475121951219514,22467.32682926829,57.42926829268293
2022-01-21,THFT,178,5,14,0.028089887640449437,0.07865168539325842,2.207691707803812,26.08180766386319,86.01180725377071,697.0633240913174,45.30942494632465,369.62467845085393,0.036994382022471906,0.20051123595505618,0.13004494382022472,0.14118539325842697,0.29818539325842697,39900.32584269663,34.28089887640449
2022-01-22,ASLT,224,82,32,0.36607142857142855,0.14285714285714285,2.2791165265240756,26.187059788309437,93.0392565163844,752.3374580031585,45.82734250334271,382.00570012238796,0.05807589285714284,0.24384374999999997,0.1692767857142857,0.22083482142857142,0.3470044642857143,25081.92410714286,55.169642857142854
2022-01-22,THFT,195,10,7,0.05128205128205128,0.035897435897435895,2.3633258040451084,26.203588205501333,85.7659750652629,740.6748636188247,44.43031952737835,387.1767218159359,0.04529230769230768,0.22133846153846154,0.143025641025641,0.1852871794871795,0.32305641025641024,32767.558974358974,43.764102564102565
2022-01-23,ASLT,240,98,56,0.4083333333333333,0.23333333333333334,2.207895985785199,26.883323325703085,93.08041643970527,783.9306445427529,45.78264715079032,391.36391371502293,0.05640833333333332,0.25579166666666664,0.17693333333333333,0.21666249999999998,0.3564541666666666,24684.533333333333,57.166666666666664
2022-01-23,THFT,149,10,9,0.06711409395973154,0.06040268456375839,2.3912210596804195,26.43295783240447,89.44100142444704,756.1691351141596,45.6380500394529,392.26199119587113,0.04538926174496643,0.22467785234899326,0.148241610738255,0.17394630872483222,0.3254228187919463,32108.590604026846,44.29530201342282
2022-01-24,ASLT,167,69,41,0.41317365269461076,0.24550898203592814,2.381922921108114,26.953960430169566,91.55942080867463,776.6335948377887,45.50620821651217,394.1120067742587,0.05882634730538921,0.2472814371257485,0.16634131736526947,0.21845508982035927,0.3556706586826347,23972.65868263473,55.544910179640716
