district,date,THFT_RollAvg7,THFT_RollDRate7,THFT_RollARate7,THFT_RollAvgDist7,THFT_RollAvgMaxDist7,THFT_RollAvgCMLen7,THFT_RollAvgLen7,THFT_RollAvgHardship7,THFT_RollAvgCountCMArea7,THFT_RollAvgDRateCMArea7,THFT_RollAvgARateCMArea7,THFT_RollAvgDensity7
1,2022-01-31,17.714285714285715,0.023953823953823953,0.15662641452115134,1.9366894608487804,20.572277316481603,42.9976602922,300.9836220454,6.970015948963316,0.2548319904517557,0.00034459197144828493,0.002253176990227641,0.03640457006453653
1,2022-02-01,16.857142857142858,0.01746031746031746,0.14363940153413837,1.9661808029364303,20.601312580211083,42.9976602922,300.9836220454,7.258976987924356,0.24250141026860625,0.000251178485212304,0.002066350017755679,0.034643058609800895
1,2022-02-02,17.142857142857142,0.024603174603174603,0.15792511581985266,1.966126134510498,20.558346275348942,42.9976602922,300.9836220454,8.551040479987849,0.24661160366298945,0.00035393332007188297,0.0022718596874748372,0.03523022909471278
1,2022-02-03,16.285714285714285,0.024603174603174603,0.1189640768588137,2.014277518967181,20.57117414546681,42.9976602922,300.9836220454,8.395196324143692,0.23428102347983998,0.00035393332007188297,0.0017113787700589519,0.03346871763997714
1,2022-02-04,16.285714285714285,0.024603174603174603,0.1039264828738513,2.092868194644941,20.651588495692174,42.9976602922,300.9836220454,8.395196324143692,0.23428102347983998,0.00035393332007188297,0.0014950528019335228,0.03346871763997714
1,2022-02-05,16.142857142857142,0.01507936507936508,0.11413056450650436,2.078322108487383,20.63043171281125,42.9976602922,300.9836220454,8.61016231053825,0.23222592678264836,0.00021692687359244439,0.0016418454231614927,0.0331751323975212
1,2022-02-06,17.428571428571427,0.022598162071846284,0.0712734216493615,2.0810283968798773,20.60115613905615,42.9976602922,300.9836220454,9.76655328798186,0.2507217970573726,0.00032508985765515905,0.0010253164140040189,0.03581739957962466
1,2022-02-07,17.714285714285715,0.014661654135338346,0.060955961331901176,2.0955219759728116,20.63687360349397,42.9976602922,300.9836220454,9.11734693877551,0.25483199045175575,0.0002109178189222936,0.0008768927636512939,0.03640457006453653
1,2022-02-08,18.285714285714285,0.014661654135338346,0.10381310418904403,2.0646091186712745,20.606981337205433,42.9976602922,300.9836220454,9.574489795918367,0.26305237724052205,0.00021091781892229358,0.0014934217728087677,0.0375789110343603
1,2022-02-09,16.714285714285715,0.007518796992481203,0.08952738990332976,2.0385295649215047,20.620596850040986,42.9976602922,300.9836220454,8.568140589569161,0.24044631357141472,0.00010816298406271466,0.0012879121030896095,0.03434947336734496
1,2022-02-10,16.285714285714285,0.007518796992481203,0.08952738990332976,1.9870872039893832,20.605762636858152,42.9976602922,300.9836220454,8.210997732426303,0.23428102347983998,0.00010816298406271466,0.0012879121030896095,0.03346871763997714
1,2022-02-11,15.714285714285714,0.007518796992481203,0.08401360544217687,1.985238634385855,20.607312184591706,42.9976602922,300.9836220454,8.367388709869912,0.22606063669107365,0.00010816298406271466,0.0012085925814436188,0.032294376670153384
1,2022-02-12,16.571428571428573,0.007518796992481203,0.08809523809523809,1.9626113338297273,20.598225376977723,42.9976602922,300.9836220454,7.6571846282372595,0.2383912168742231,0.00010816298406271466,0.001267309629934807,0.03405588812488902
1,2022-02-13,15.714285714285714,0.01098901098901099,0.09908424908424909,1.9513613251019264,20.58300657831988,42.9976602922,300.9836220454,7.33156288156288,0.22606063669107362,0.00015808436132242913,0.001425393991257236,0.03229437667015338
1,2022-02-14,15.714285714285714,0.01098901098901099,0.09194139194139195,1.9385487859963255,20.56439051284244,42.9976602922,300.9836220454,7.445848595848595,0.22606063669107362,0.00015808436132242913,0.001322639156397657,0.032294376670153384
1,2022-02-15,15.142857142857142,0.01098901098901099,0.058012820512820515,1.8740956041234909,20.506264798487297,42.9976602922,300.9836220454,6.738705738705739,0.21784024990230733,0.00015808436132242913,0.0008345536908146571,0.03112003570032962
1,2022-02-16,16.571428571428573,0.01098901098901099,0.058012820512820515,1.876661196444582,20.508183569263984,42.9976602922,300.9836220454,6.802197802197802,0.2383912168742231,0.00015808436132242913,0.0008345536908146571,0.034055888124889015
1,2022-02-17,17.142857142857142,0.01098901098901099,0.06641618185735833,1.9227271947981135,20.5469085336175,42.9976602922,300.9836220454,7.071105365223012,0.24661160366298945,0.00015808436132242913,0.0009554417318259265,0.03523022909471278
1,2022-02-18,17.857142857142858,0.01098901098901099,0.07117808661926309,1.8634195553246022,20.430332728202007,42.9976602922,300.9836220454,7.69967679379444,0.2568870871489473,0.00015808436132242913,0.0010239449550656456,0.03669815530699248
1,2022-02-19,17.0,0.01098901098901099,0.07730053559885493,1.9073665626387089,20.4829761015063,42.9976602922,300.9836220454,7.96090128359036,0.24455650696579784,0.00015808436132242913,0.0011120205278024277,0.03493664385225684
1,2022-02-20,18.285714285714285,0.0,0.06631152460984394,1.8841563740655372,20.46184379047883,42.9976602922,300.9836220454,7.528833351522428,0.26305237724052205,0.0,0.0009539361664799986,0.0375789110343603
1,2022-02-21,17.571428571428573,0.0,0.09012104841936774,1.8843698801122468,20.434771170695594,42.9976602922,300.9836220454,8.243119065808141,0.2527768937545642,0.0,0.0012964522826785947,0.0361109848220806
1,2022-02-22,18.142857142857142,0.0,0.11690676270508203,1.8737879106361137,20.403240421621565,42.9976602922,300.9836220454,8.528833351522428,0.2609972805433305,0.0,0.0016817829134020159,0.037285325791904356
1,2022-02-23,17.285714285714285,0.0,0.11690676270508203,1.8709423116510053,20.375166388468262,42.9976602922,300.9836220454,9.539822362511439,0.24866670036018101,0.0,0.0016817829134020159,0.03552381433716872
1,2022-02-24,17.857142857142858,0.0,0.1153061224489796,1.803559822016682,20.30477393877404,42.9976602922,300.9836220454,9.29812568383997,0.2568870871489473,0.0,0.00165875661987606,0.03669815530699248
1,2022-02-25,17.857142857142858,0.0,0.10816326530612244,1.8127522525085045,20.3653327905669,42.9976602922,300.9836220454,8.726697112411397,0.2568870871489473,0.0,0.0015560017850164809,0.03669815530699248
1,2022-02-26,17.285714285714285,0.0,0.13061224489795917,1.9114964706414408,20.466920847379843,42.9976602922,300.9836220454,8.579758336901195,0.24866670036018101,0.0,0.0018789455517180145,0.03552381433716872
1,2022-02-27,17.142857142857142,0.0,0.13061224489795917,1.9703255723028774,20.535460041747285,42.9976602922,300.9836220454,8.21643118785976,0.24661160366298945,0.0,0.0018789455517180145,0.03523022909471278
1,2022-02-28,17.142857142857142,0.0,0.11156462585034013,2.017558778878155,20.6129837726526,42.9976602922,300.9836220454,7.378335949764521,0.24661160366298943,0.0,0.0016049326587591376,0.03523022909471278
1,2022-03-01,17.0,0.0,0.09840673111349803,2.092623357538073,20.70040887531903,42.9976602922,300.9836220454,7.5963810625464765,0.24455650696579784,0.0,0.001415647436649387,0.03493664385225684
1,2022-03-02,18.0,0.0,0.11269244539921232,2.097377495528685,20.735052707928617,42.9976602922,300.9836220454,6.356820622986037,0.2589421838461389,0.0,0.0016211571063685446,0.03699174054944842
1,2022-03-03,17.571428571428573,0.007936507936507936,0.12969924812030073,2.123544974809321,20.78202300952217,42.9976602922,300.9836220454,5.948657357679914,0.25277689375456414,0.00011417203873286547,0.001865811475081828,0.0361109848220806
1,2022-03-04,18.142857142857142,0.007936507936507936,0.12850877192982454,2.1602354086252187,20.816290776068303,42.9976602922,300.9836220454,5.839133548156105,0.26099728054333043,0.00011417203873286547,0.001848685669271898,0.037285325791904356
1,2022-03-05,18.714285714285715,0.007936507936507936,0.10605979233798782,2.067030479193597,20.713784369692682,42.9976602922,300.9836220454,6.312602935911207,0.2692176673320968,0.00011417203873286547,0.0015257419025703645,0.03845966676172812
1,2022-03-06,17.0,0.007936507936507936,0.1219328082110037,2.1222041826733666,20.804131560157913,42.9976602922,300.9836220454,5.940720849743406,0.2445565069657978,0.00011417203873286547,0.001754085980036095,0.034936643852256845
1,2022-03-07,17.714285714285715,0.01507936507936508,0.13145661773481324,2.0922312829549825,20.724638117672498,42.9976602922,300.9836220454,6.693101802124359,0.2548319904517557,0.00021692687359244439,0.0018910924265155339,0.03640457006453653
1,2022-03-08,17.428571428571427,0.01507936507936508,0.11730358810190743,2.065640214657901,20.692702262344604,42.9976602922,300.9836220454,6.500266773376016,0.2507217970573726,0.00021692687359244439,0.0016874915153386595,0.03581739957962466
1,2022-03-09,16.0,0.01507936507936508,0.145875016673336,2.0387330970267272,20.685817746424142,42.9976602922,300.9836220454,6.328838201947446,0.2301708300854568,0.00021692687359244439,0.002098510854776975,0.03288154715506526
1,2022-03-10,16.714285714285715,0.013354037267080746,0.1344878531122594,1.999417274123522,20.624267857568302,42.9976602922,300.9836220454,6.883703626378087,0.2404463135714147,0.00019210686517225623,0.001934698799203733,0.03434947336734496
1,2022-03-11,15.714285714285714,0.013354037267080746,0.1537455561934919,1.9606403693673145,20.6020523186884,42.9976602922,300.9836220454,6.613395503128787,0.22606063669107362,0.00019210686517225623,0.002211733893187892,0.03229437667015338
1,2022-03-12,17.571428571428573,0.013354037267080746,0.13862839821919107,1.955491203304327,20.599985766497955,42.9976602922,300.9836220454,6.2203493957969656,0.25277689375456414,0.00019210686517225623,0.001994263343220529,0.0361109848220806
1,2022-03-13,18.571428571428573,0.013354037267080746,0.1227553823461752,1.9059222565808527,20.545659103486408,42.9976602922,300.9836220454,6.514000189447759,0.2671625706349052,0.00019210686517225623,0.0017659192657547983,0.03816608151927218
1,2022-03-14,18.285714285714285,0.006211180124223602,0.11005696964776247,1.90463709157601,20.54915517136754,42.9976602922,300.9836220454,6.90447637992395,0.26305237724052205,8.935203031267732e-05,0.0015832440037822134,0.0375789110343603
1,2022-03-15,18.571428571428573,0.006211180124223602,0.10917240529570589,1.9022802133073071,20.530300736817136,42.9976602922,300.9836220454,7.51836404025124,0.26716257063490517,8.935203031267732e-05,0.0015705189468336587,0.03816608151927218
1,2022-03-16,19.285714285714285,0.006211180124223602,0.06631526243856302,1.966595175623357,20.55338588117213,42.9976602922,300.9836220454,8.299316421203619,0.2774380541208631,8.935203031267732e-05,0.0009539899376761852,0.03963400773155188
1,2022-03-17,18.571428571428573,0.007936507936507936,0.06182941012662375,1.9685249581689082,20.582630013942104,42.9976602922,300.9836220454,7.807943060265041,0.26716257063490517,0.00011417203873286547,0.0008894579157836961,0.03816608151927218
1,2022-03-18,19.714285714285715,0.019365079365079363,0.04233361180729601,1.9437564242121688,20.51858708090293,42.9976602922,300.9836220454,8.679203564466722,0.2836033442124378,0.0002785797745081918,0.0006089976606375511,0.040514763458919696
1,2022-03-19,18.571428571428573,0.019365079365079363,0.04456140350877192,2.0065781374534977,20.564174052837185,42.9976602922,300.9836220454,8.977727652464495,0.26716257063490517,0.0002785797745081918,0.0006410459522116889,0.03816608151927218
1,2022-03-20,18.857142857142858,0.027301587301587302,0.060434419381787806,2.0203002963124,20.54474057811647,42.9976602922,300.9836220454,9.668203842940684,0.27127276402928835,0.0003927518132410572,0.0008693900296774198,0.03875325200418406
1,2022-03-21,19.428571428571427,0.033795093795093795,0.0705354294827979,2.0180154438032902,20.558013972230093,42.9976602922,300.9836220454,9.549156223893066,0.27949315081805465,0.0004861652994770381,0.0010146998971556122,0.03992759297400782
1,2022-03-22,19.857142857142858,0.04028860028860028,0.08249715197083618,2.018819105146771,20.581250368250505,42.9976602922,300.9836220454,8.481487050960736,0.2856584409096294,0.0005795787857130189,0.00118677737180084,0.04080834870137563
1,2022-03-23,20.142857142857142,0.04028860028860028,0.10770723600444963,2.0327116267550065,20.61822126914063,42.9976602922,300.9836220454,7.932467443117598,0.28976863430401256,0.0005795787857130189,0.001549441494834648,0.04139551918628751
1,2022-03-24,20.857142857142858,0.032352092352092354,0.11219308831638888,2.04529021699238,20.6265606651861,42.9976602922,300.9836220454,7.877256953124499,0.3000441177899704,0.0004654067469801535,0.0016139735167271373,0.042863445398567214
1,2022-03-25,20.285714285714285,0.0277262420119563,0.12008424477897393,2.072845325680865,20.65704789921187,42.9976602922,300.9836220454,7.55181477625375,0.2918237310012041,0.0003988607586901405,0.0017274931438101006,0.041689104428743455
1,2022-03-26,19.714285714285715,0.03725005153576582,0.15066068588173082,2.0048515780288754,20.586102014115177,42.9976602922,300.9836220454,7.706200741166031,0.2836033442124378,0.000535867205169579,0.00216735594566514,0.040514763458919696
1,2022-03-27,18.285714285714285,0.029313543599257887,0.17050195572300067,1.9453329077623807,20.497889161476454,42.9976602922,300.9836220454,8.515724550689841,0.26305237724052205,0.0004216951664367135,0.0024527860424973036,0.0375789110343603
1,2022-03-28,18.142857142857142,0.02282003710575139,0.17173881410271616,1.9517640141795403,20.51933794744787,42.9976602922,300.9836220454,7.5463367955878,0.26099728054333043,0.00032828168020073264,0.0024705790874946336,0.037285325791904356
1,2022-03-29,18.857142857142858,0.016326530612244896,0.16284030520420728,1.938667035472371,20.514003892761565,42.9976602922,300.9836220454,7.832051081302085,0.2712727640292884,0.00023486819396475181,0.002342568013763845,0.03875325200418406
1,2022-03-30,18.571428571428573,0.016326530612244896,0.16620164974202242,1.8672485957178613,20.43053555210334,42.9976602922,300.9836220454,8.419165927240462,0.26716257063490517,0.00023486819396475181,0.002390923230168353,0.03816608151927218
1,2022-03-31,19.285714285714285,0.02142857142857143,0.17928949357520788,1.884182603827188,20.42714886198367,42.9976602922,300.9836220454,8.873469387755103,0.2774380541208631,0.00030826450457873675,0.0025792007226129224,0.03963400773155188
1,2022-04-01,19.714285714285715,0.014625850340136054,0.17163643235071804,1.8793223664325682,20.41870383456814,42.9976602922,300.9836220454,9.16938775510204,0.2836033442124379,0.0002104027570934235,0.0024691062566919455,0.040514763458919696
1,2022-04-02,20.142857142857142,0.00510204081632653,0.14941421012849584,1.839232120033859,20.365169757327408,42.9976602922,300.9836220454,8.9281179138322,0.28976863430401256,7.339631061398495e-05,0.002149424548239922,0.04139551918628752
1,2022-04-03,21.285714285714285,0.00510204081632653,0.12262849584278156,1.862029881295167,20.40961313904006,42.9976602922,300.9836220454,7.749546485260772,0.30620940788154527,7.339631061398495e-05,0.0017640939175165014,0.04374420112593503
1,2022-04-04,21.428571428571427,0.00510204081632653,0.11489813096955954,1.811914569535191,20.34911677270284,42.9976602922,300.9836220454,8.024129045557618,0.3082645045787368,7.339631061398495e-05,0.0016528873862831906,0.04403778636839097
1,2022-04-05,19.428571428571427,0.00510204081632653,0.11530513137655994,1.8738584122277282,20.421654686050896,42.9976602922,300.9836220454,7.892260913689485,0.2794931508180547,7.339631061398495e-05,0.0016587423626284656,0.03992759297400782
1,2022-04-06,20.285714285714285,0.00510204081632653,0.09353642389356676,1.8563122700686054,20.3758292233943,42.9976602922,300.9836220454,7.881376559947989,0.2918237310012041,7.339631061398495e-05,0.0013455847706754633,0.041689104428743455
1,2022-04-07,18.857142857142858,0.0,0.07596272774844204,1.8443490659559085,20.37248765656995,42.9976602922,300.9836220454,7.6092677164105735,0.27127276402928835,0.0,0.001092775256338404,0.03875325200418406
1,2022-04-08,18.714285714285715,0.0,0.0824327070445083,1.8519152293611216,20.42483253017849,42.9976602922,300.9836220454,6.782145563201463,0.2692176673320968,0.0,0.0011858502879141097,0.038459666761728115
1,2022-04-09,19.428571428571427,0.0,0.07898205141993962,1.8917944904743447,20.509162357974578,42.9976602922,300.9836220454,6.495051015237351,0.27949315081805465,0.0,0.0011362102710737335,0.03992759297400782
1,2022-04-10,18.857142857142858,0.0,0.0700534799913682,1.8856723820033212,20.533348518729095,42.9976602922,300.9836220454,6.340289110475446,0.27127276402928835,0.0,0.0010077667274992596,0.03875325200418406
1,2022-04-11,17.142857142857142,0.0,0.064858674796563,2.005597175593912,20.685972745481543,42.9976602922,300.9836220454,5.820808590994926,0.24661160366298943,0.0,0.000933035938510475,0.03523022909471278
1,2022-04-12,18.142857142857142,0.0,0.0681553780932663,1.922201776694639,20.561654153280703,42.9976602922,300.9836220454,6.609819580005916,0.2609972805433305,0.0,0.0009804612469072036,0.037285325791904356
1,2022-04-13,17.714285714285715,0.007936507936507936,0.08516218081435471,1.9332228064589851,20.571387762750728,42.9976602922,300.9836220454,6.804830917874396,0.25483199045175575,0.00011417203873286547,0.001225115615620487,0.03640457006453653
1,2022-04-14,17.857142857142858,0.007936507936507936,0.07722567287784678,1.9293245445687206,20.583099958529065,42.9976602922,300.9836220454,6.634404852711489,0.2568870871489473,0.00011417203873286547,0.0011109435768876213,0.03669815530699248
1,2022-04-15,17.285714285714285,0.007936507936507936,0.1023972975918056,1.9471558967688298,20.58375682860011,42.9976602922,300.9836220454,7.146990665068468,0.24866670036018101,0.00011417203873286547,0.0014730544365758398,0.03552381433716872
1,2022-04-16,17.285714285714285,0.014147688060731538,0.09618611746758199,2.000442323191708,20.61836633487241,42.9976602922,300.9836220454,7.370593149540518,0.24866670036018101,0.0002035240690455428,0.0013837024062631625,0.03552381433716872
1,2022-04-17,16.857142857142858,0.014147688060731538,0.11205913334059787,2.020259898171965,20.612113382236657,42.9976602922,300.9836220454,7.6721804511278195,0.24250141026860628,0.0002035240690455428,0.0016120464837288938,0.0346430586098009
1,2022-04-18,17.428571428571427,0.0243517696933846,0.10797750068753664,1.9705967264145714,20.55676947161935,42.9976602922,300.9836220454,7.8762620837808806,0.2507217970573726,0.00035031669027351265,0.001553329435237706,0.03581739957962466
1,2022-04-19,16.0,0.0243517696933846,0.10797750068753664,1.9922751326030688,20.620914805394392,42.9976602922,300.9836220454,7.161976369495166,0.23017083008545683,0.00035031669027351265,0.001553329435237706,0.03288154715506526
1,2022-04-20,15.571428571428571,0.016415261756876662,0.09369178640182237,2.0460803080183636,20.715558815606784,42.9976602922,300.9836220454,6.406420813939611,0.22400553999388206,0.0002361446515406472,0.001347819765518548,0.03200079142769744
1,2022-04-21,15.857142857142858,0.016415261756876662,0.12770539184399923,2.095812927207649,20.75020145604126,42.9976602922,300.9836220454,6.821744838286192,0.2281157333882652,0.0002361446515406472,0.0018371285029451143,0.03258796191260932
1,2022-04-22,16.428571428571427,0.016415261756876662,0.09632258700581682,2.1223936229253044,20.777511288888537,42.9976602922,300.9836220454,6.656985112885734,0.23633612017703154,0.0002361446515406472,0.0013856656129442185,0.03376230288243308
1,2022-04-23,18.285714285714285,0.014172335600907028,0.09011140688159322,2.0756921898753857,20.72519450309945,42.9976602922,300.9836220454,7.053810509711131,0.26305237724052205,0.00020387864059440264,0.001296313582631541,0.0375789110343603
1,2022-04-24,19.0,0.014172335600907028,0.10485063590653652,2.023638231969349,20.70596757670646,42.9976602922,300.9836220454,6.432495316967367,0.2733278607264799,0.00020387864059440264,0.0015083473688497198,0.039046837246639994
1,2022-04-25,20.714285714285715,0.014957264957264958,0.10014105976838895,2.0111322858559237,20.618776265222518,42.9976602922,300.9836220454,7.7229191788198,0.2979890210927789,0.00021517038068886188,0.0014405969282829643,0.04256986015611127
1,2022-04-26,21.857142857142858,0.014957264957264958,0.09379185341918261,2.0012761035787823,20.574612500152906,42.9976602922,300.9836220454,8.00228425818488,0.3144297946703115,0.00021517038068886188,0.0013492592972966719,0.044918542095758796
1,2022-04-27,21.571428571428573,0.014957264957264958,0.10624606587339507,2.0357656362763223,20.611815786350835,42.9976602922,300.9836220454,7.890928946829568,0.3103196012759284,0.00021517038068886188,0.0015284215734620917,0.044331371610846916
1,2022-04-28,20.428571428571427,0.025946275946275948,0.09421048240924017,2.0369159893162303,20.628064372037166,42.9976602922,300.9836220454,7.616726958341865,0.29387882769839574,0.000373254742011291,0.0013552815586803835,0.04198268967119939
1,2022-04-29,20.285714285714285,0.025946275946275948,0.08799930228501658,1.984320738606115,20.531986092912167,42.9976602922,300.9836220454,8.470481899053327,0.2918237310012041,0.000373254742011291,0.0012659295283677062,0.041689104428743455
1,2022-04-30,16.714285714285715,0.02197802197802198,0.11397332825904256,2.047779109505997,20.617559977760603,42.9976602922,300.9836220454,7.76196819053962,0.2404463135714147,0.00031616872264485826,0.0016395834733116295,0.03434947336734496
1,2022-05-01,17.142857142857142,0.02197802197802198,0.09176444470562117,2.038248739619338,20.573659899431725,42.9976602922,300.9836220454,9.16292857469328,0.24661160366298943,0.00031616872264485826,0.001320093650638989,0.03523022909471278
1,2022-05-02,16.285714285714285,0.01813186813186813,0.10055565349682997,2.0731971941457035,20.676196586253898,42.9976602922,300.9836220454,7.811280223044929,0.2342810234798399,0.0002608391961820081,0.0014465611396969323,0.03346871763997714
1,2022-05-03,15.714285714285714,0.028335949764521196,0.1334354720909343,2.0304584705249273,20.673165999394378,42.9976602922,300.9836220454,7.344160041639034,0.22606063669107362,0.000407631817409978,0.0019195595858759467,0.03229437667015338
1,2022-05-04,17.428571428571427,0.03405023547880691,0.13431459297005516,1.9814325900156253,20.603982539939725,42.9976602922,300.9836220454,7.882182019661012,0.2507217970573726,0.0004898356852976411,0.001932206334781741,0.035817399579624654
1,2022-05-05,18.428571428571427,0.023061224489795917,0.1337651424206046,1.9762229202818986,20.57228662472917,42.9976602922,300.9836220454,8.559105096584087,0.2651074739377136,0.00033175132397521203,0.0019243021167156195,0.037872496276816235
1,2022-05-06,18.0,0.023061224489795917,0.1337651424206046,1.9772062298715132,20.567885895256868,42.9976602922,300.9836220454,8.35131288879188,0.2589421838461389,0.00033175132397521203,0.0019243021167156195,0.03699174054944841
1,2022-05-07,19.0,0.023061224489795917,0.11572762438308658,1.929010239865445,20.5056617567034,42.9976602922,300.9836220454,8.377286914765905,0.2733278607264799,0.00033175132397521203,0.001664820210504562,0.039046837246639994
1,2022-05-08,19.142857142857142,0.023061224489795917,0.10732426303854876,1.9636751339119818,20.557194832721848,42.9976602922,300.9836220454,7.597641723356008,0.2753829574236715,0.00033175132397521203,0.0015439321694932923,0.03934042248909594
1,2022-05-09,19.142857142857142,0.015918367346938776,0.12160997732426303,1.950566590317701,20.507692395565243,42.9976602922,300.9836220454,8.454784580498865,0.2753829574236715,0.0002289964891156331,0.0017494418392124504,0.03934042248909593
